current epoch:		36
best epoch:		36
best val_auc:		0.7434076336885856
lowest train_loss:	0.3095893859863281
lowest val_loss:	0.37908217310905457
1	0.5799
2	0.639
3	0.6431
4	0.6354
5	0.6279
6	0.6867
7	0.6986
8	0.68
9	0.7056
10	0.7067
11	0.7182
12	0.7083
13	0.7184
14	0.7161
15	0.7192
16	0.7311
17	0.7311
18	0.7301
19	0.7229
20	0.7261
21	0.7217
22	0.7333
23	0.7364
24	0.7327
25	0.7383
26	0.729
27	0.7422
28	0.7298
29	0.728
30	0.7328
31	0.7384
32	0.733
33	0.7302
34	0.7374
35	0.7315
36	0.7434
